ad,ed,foldenauer,morales,stringer,mcguire,wiley,prince,chang,garcia,adams,wright jr,donovan,yang,taylor,writein
73,4,0,0,6,5,21,0,0,53,27,0,6,10,0,0
73,5,1,5,10,3,20,0,0,62,18,0,5,24,0,0
73,6,0,0,5,9,25,0,1,62,31,0,6,26,0,0
73,7,1,1,7,7,22,1,1,54,17,0,3,10,0,0
73,8,0,0,0,1,0,0,0,3,5,0,0,1,0,0
73,9,0,2,16,11,25,0,3,102,15,0,6,18,0,1
73,10,1,4,17,9,43,1,1,98,28,0,7,23,1,0
73,11,0,2,5,4,26,0,2,53,25,0,3,20,0,2
73,12,0,2,3,3,14,0,1,26,14,1,3,10,0,0
73,13,0,1,6,21,19,0,0,85,36,0,6,15,0,0
73,14,0,1,1,4,20,0,0,21,6,0,1,7,0,0
73,15,0,1,3,0,6,0,1,24,4,0,4,10,0,0
73,16,0,2,5,7,12,0,1,42,21,0,2,33,1,0
73,17,0,2,13,3,32,0,0,69,26,0,3,16,0,0
73,18,0,1,5,6,25,0,1,57,26,0,4,16,0,0
73,19,0,2,4,3,16,0,0,45,9,0,5,14,0,0
73,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0
73,21,0,1,9,12,21,0,1,78,17,1,6,14,1,0
73,22,1,2,8,12,31,0,0,53,10,0,6,14,0,0
73,23,0,2,6,9,32,0,2,66,18,0,0,16,0,0
73,24,1,7,27,6,41,0,1,74,71,1,11,25,1,0
73,25,0,1,5,9,25,0,1,99,35,0,5,21,0,0
73,26,0,2,11,20,16,0,1,81,20,0,11,25,0,0
73,27,0,0,9,10,14,1,0,48,20,0,0,15,0,0
73,28,1,1,2,10,38,2,1,79,27,0,0,27,0,0
73,29,0,1,10,10,23,0,3,71,30,0,7,27,0,0
73,30,0,2,4,9,23,0,1,69,33,0,5,24,1,0
73,31,1,0,8,22,15,0,1,110,20,0,3,13,0,0
73,32,0,0,10,2,35,1,1,36,17,1,5,12,0,0
73,33,0,2,12,9,27,1,2,105,33,0,6,17,0,0
73,34,0,1,5,12,9,1,0,47,9,0,5,12,0,0
73,35,0,4,22,17,8,0,1,117,39,0,6,20,0,0
73,36,0,0,7,11,17,0,1,58,28,0,6,15,0,0
73,37,0,1,8,10,12,0,2,50,27,0,4,20,0,0
73,38,1,1,6,8,29,0,0,67,22,0,7,14,0,0
73,39,0,3,9,16,23,0,2,81,37,0,14,23,0,0
73,40,1,1,16,13,23,0,1,101,17,0,6,24,1,0
73,41,0,1,8,7,23,0,0,72,36,0,4,35,0,0
73,42,0,3,6,5,15,0,1,52,20,0,3,13,0,1
73,43,0,0,0,4,1,0,1,1,3,0,0,1,0,0
73,44,0,2,13,3,19,0,2,68,19,0,8,12,0,0
73,45,0,1,2,5,19,0,0,37,15,0,2,11,1,0
73,46,0,0,1,9,4,0,0,23,24,0,1,5,0,0
73,47,0,1,4,5,29,0,0,54,30,0,7,13,0,0
73,48,0,0,5,4,19,0,0,36,13,0,2,16,0,0
73,49,1,0,7,4,44,0,1,86,19,0,6,17,0,0
73,50,0,0,2,15,14,0,0,39,18,0,2,14,0,0
73,51,0,3,10,10,12,0,0,51,16,0,11,9,0,0
73,52,0,1,2,12,8,0,0,17,22,0,1,7,0,0
73,53,0,0,7,27,10,0,0,36,24,0,2,17,0,0
73,54,0,0,2,12,9,0,1,49,20,0,5,11,0,0
73,55,0,1,10,6,20,1,3,77,35,0,5,26,0,1
73,56,0,1,3,23,13,0,0,59,32,0,8,19,0,0
73,57,0,0,17,23,28,0,0,102,35,0,9,31,0,0
73,58,0,0,9,13,11,1,0,64,28,0,5,17,0,0
73,59,0,0,7,22,11,0,0,70,21,1,4,9,0,0
73,60,0,0,5,24,10,0,0,63,41,0,8,13,0,0
73,61,0,0,8,23,5,0,0,52,32,0,8,13,0,0
73,62,0,1,4,30,4,0,0,72,26,0,5,12,1,0
73,63,0,0,13,35,17,0,0,91,43,0,5,12,0,0
73,64,0,2,11,19,20,0,0,75,29,0,6,24,0,0
73,65,0,3,16,13,23,0,0,102,24,0,6,38,2,0
73,66,0,0,1,28,9,0,0,50,24,0,5,13,0,0
73,67,0,0,2,36,11,1,0,66,36,0,4,17,0,0
73,68,0,0,13,37,24,0,1,131,34,0,10,22,0,0
73,69,0,0,20,19,24,0,0,113,41,0,6,39,0,0
73,70,0,2,5,17,23,0,0,66,30,0,8,19,0,0
73,71,0,0,4,12,13,0,0,67,30,0,3,15,0,0
73,72,0,0,1,17,13,0,0,74,42,0,6,14,0,0
73,73,0,2,7,27,15,0,0,82,39,0,8,22,0,0
73,74,0,2,12,21,23,0,0,107,36,0,2,13,0,0
73,75,0,0,16,8,16,0,0,76,36,0,5,16,0,0
73,76,0,0,8,17,20,0,0,67,25,0,3,15,0,0
73,77,0,2,3,12,15,0,0,70,31,0,8,5,0,0
73,78,0,1,12,20,17,1,1,72,27,0,4,19,0,1
73,79,1,1,6,36,16,1,2,96,51,0,7,25,0,0
73,80,0,1,12,29,10,0,0,111,56,0,3,22,0,0
73,81,0,1,8,10,11,0,1,82,20,0,2,13,0,0
73,82,0,2,9,14,14,0,0,64,18,0,3,17,0,0
73,83,0,2,16,18,30,1,2,81,25,0,5,30,1,0
73,84,0,4,8,7,40,0,0,48,13,0,2,19,0,0
73,85,1,2,12,8,51,1,1,58,14,0,5,21,0,1
73,86,0,1,11,35,19,0,0,107,34,0,8,16,1,0
73,87,0,2,10,18,34,0,0,75,30,1,8,14,0,0
73,88,0,1,4,27,12,0,2,70,26,0,6,15,0,0
73,89,0,2,8,37,38,0,0,109,21,0,12,12,0,0
73,90,0,2,11,11,35,1,0,97,38,0,6,45,1,0
73,91,0,5,21,12,39,0,0,119,45,0,2,51,0,0
73,92,0,3,27,10,41,0,0,43,43,0,8,26,0,0
73,93,0,8,17,9,64,0,1,120,26,0,3,26,0,1
73,94,0,1,7,26,15,0,0,82,34,0,1,28,0,0
73,95,2,1,14,7,57,0,2,101,26,0,6,21,0,0
73,96,0,1,9,21,13,1,0,86,40,0,5,18,0,0
73,97,0,0,7,24,23,0,1,101,44,0,3,24,0,2
73,98,0,0,7,12,19,0,0,66,11,0,4,8,0,0
73,99,0,2,10,20,17,1,0,68,22,0,6,25,0,1
73,100,1,3,16,6,24,0,1,64,30,0,3,19,0,0
73,101,0,3,7,5,9,1,0,46,17,0,1,11,0,0
73,102,1,2,3,18,13,0,0,73,30,0,5,19,0,0
73,103,0,1,6,4,13,0,0,37,14,0,3,18,0,0
73,104,1,1,10,18,24,0,0,95,37,0,4,10,0,1
73,105,0,0,5,23,9,0,0,63,27,0,4,10,0,1
73,106,0,1,5,2,26,0,0,30,14,0,2,23,0,0
73,107,0,2,6,9,17,0,0,59,12,0,6,15,0,1
74,1,3,4,4,2,8,0,0,12,35,0,0,26,1,0
74,2,1,8,3,1,16,0,0,9,27,0,1,20,0,0
74,3,1,8,8,2,10,0,0,6,25,0,2,12,0,0
74,4,1,8,4,0,12,0,2,14,37,0,1,9,0,1
74,5,1,8,1,0,11,1,0,6,23,0,4,18,1,0
74,6,3,6,12,2,16,0,0,9,39,0,4,34,0,1
74,7,2,3,9,3,53,0,3,37,18,0,0,22,0,0
74,8,0,3,4,2,47,1,2,35,8,0,4,7,0,0
74,9,1,5,4,2,8,0,0,4,21,2,1,13,0,0
74,10,1,0,5,2,53,0,1,24,11,0,0,12,0,1
74,11,1,5,4,2,14,2,0,18,46,1,5,19,0,0
74,12,1,7,7,5,24,0,0,10,37,1,2,11,0,0
74,13,2,14,7,1,13,0,0,8,35,0,0,17,0,0
74,14,2,8,2,1,10,0,1,13,58,0,2,16,0,1
74,15,0,3,10,1,59,0,0,25,23,0,2,23,1,1
74,16,1,1,5,0,16,0,1,18,15,2,1,15,1,0
74,17,0,8,4,2,36,2,3,29,15,0,2,19,0,0
74,18,1,7,2,1,12,0,2,12,15,0,1,19,0,2
74,19,1,3,23,6,36,2,0,50,31,0,2,24,0,0
74,20,0,6,16,1,80,1,2,66,26,0,5,38,1,0
74,21,0,8,17,3,90,2,2,68,16,0,5,24,0,0
74,22,3,7,13,3,100,0,1,55,19,1,3,35,2,0
74,23,0,3,19,4,85,3,0,72,14,0,3,25,0,0
74,24,0,10,12,2,83,0,0,51,21,2,4,18,2,0
74,25,0,6,7,2,46,1,2,30,22,0,1,40,1,0
74,26,0,11,5,2,15,1,1,22,45,1,1,16,0,0
74,27,1,11,4,0,18,3,0,16,40,0,3,15,2,0
74,28,1,8,2,0,18,0,2,19,25,0,1,10,0,0
74,29,3,3,4,3,19,0,0,7,52,0,0,25,0,1
74,30,0,6,5,0,19,2,0,26,21,2,7,11,0,0
74,31,1,9,22,3,54,1,2,58,55,0,10,27,0,0
74,32,0,11,14,1,99,1,2,55,23,0,11,24,0,0
74,33,0,10,20,3,106,2,2,98,22,0,4,28,0,0
74,34,2,7,14,4,106,4,2,74,26,0,3,12,1,1
74,35,6,12,11,5,29,1,2,15,23,1,3,19,1,0
74,36,0,1,0,2,30,1,0,30,17,0,2,7,0,0
74,37,0,5,4,1,56,1,0,33,15,0,1,10,1,0
74,38,1,11,11,5,49,2,1,37,34,1,6,16,4,1
74,39,0,6,23,5,61,1,1,68,31,0,4,26,0,0
74,40,0,3,18,4,75,1,1,129,25,0,7,25,0,2
74,41,0,5,28,9,62,2,0,107,38,0,6,27,0,0
74,42,2,4,25,5,57,0,1,98,32,0,8,30,0,0
74,43,1,5,34,3,58,1,2,128,38,0,8,30,1,1
74,44,0,4,20,8,36,0,2,110,23,0,4,28,1,0
74,45,2,1,23,3,61,0,0,121,22,0,15,34,0,0
74,46,0,5,21,5,33,0,0,100,31,0,9,43,0,0
74,47,2,3,22,4,66,2,3,102,26,0,12,28,0,0
74,48,1,2,24,4,49,0,0,92,37,0,7,22,0,1
74,49,0,1,21,12,41,1,1,95,28,0,11,7,1,0
74,50,0,4,20,10,55,0,0,106,30,0,6,22,0,2
74,51,0,1,10,8,43,1,1,126,23,0,8,20,0,0
74,52,0,3,18,8,36,0,1,87,15,1,0,19,0,0
74,53,0,6,16,2,59,1,3,65,12,0,6,17,0,1
74,54,2,1,10,2,44,0,0,86,25,0,8,10,1,0
74,55,0,1,4,4,15,0,1,59,7,0,2,11,0,0
74,56,2,2,12,11,39,1,2,91,23,0,1,17,0,0
74,57,0,5,8,10,25,1,0,81,26,0,4,15,0,0
74,58,0,4,22,8,43,0,2,144,15,0,2,18,0,1
74,59,0,1,18,15,54,0,2,147,26,0,6,17,0,0
74,60,0,3,13,4,35,0,1,89,17,0,5,16,0,0
74,61,2,4,15,9,41,0,0,118,32,0,9,28,0,0
74,62,0,1,16,12,36,0,1,89,25,0,7,27,0,0
74,63,0,0,10,12,28,0,1,64,16,0,11,16,0,0
74,64,0,1,14,12,40,0,0,97,24,0,2,29,0,0
74,65,0,2,11,2,26,0,1,74,8,0,6,18,0,0
74,66,0,7,9,5,38,0,1,56,20,0,6,21,0,0
74,67,1,1,13,7,38,0,0,80,23,0,5,22,0,0
74,68,0,1,10,5,41,1,2,70,29,0,5,18,0,2
74,69,2,5,7,1,19,1,1,17,23,0,3,18,0,0
74,70,0,2,12,3,30,0,0,64,17,0,3,13,0,0
74,71,0,3,5,2,53,0,1,40,14,0,0,9,0,0
74,72,0,1,6,3,30,0,0,37,11,0,0,13,0,0
74,73,0,8,16,7,56,0,1,98,30,0,6,20,0,0
74,74,0,3,32,5,48,3,1,73,46,0,12,21,2,2
74,75,0,5,32,6,44,0,2,112,32,0,11,32,0,1
74,76,0,10,12,4,52,0,3,34,51,0,6,27,0,0
74,77,1,6,17,3,23,0,1,26,34,0,4,18,1,0
74,78,2,5,14,2,45,0,2,39,52,0,8,36,1,0
74,79,0,3,15,4,49,2,1,56,23,1,7,21,0,0
74,80,0,0,15,2,28,0,0,42,22,0,7,15,0,0
74,81,1,0,1,1,20,0,0,9,10,0,0,5,0,0
74,82,0,1,2,7,22,1,0,75,5,0,2,11,0,0
74,83,0,6,16,4,56,1,1,75,30,0,4,28,1,1
74,84,0,5,12,6,49,0,0,51,24,0,6,28,0,1
74,85,0,1,1,2,9,0,0,18,10,0,3,2,0,0
74,86,0,4,6,2,22,0,0,28,14,0,4,21,0,0
74,87,0,3,12,4,39,0,3,75,31,1,3,17,0,0
74,88,0,4,12,8,24,0,0,128,30,0,4,25,1,0
74,89,0,3,16,8,31,0,0,61,32,0,5,21,2,1
74,90,0,4,8,6,34,1,0,59,13,0,7,22,0,0
74,91,0,2,16,7,28,1,0,64,25,0,5,25,0,0
74,92,0,4,27,2,82,0,1,95,36,0,13,31,0,0
74,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,98,0,2,18,6,39,2,0,111,17,0,4,12,0,0
74,99,1,5,13,5,87,1,1,79,19,0,5,21,0,0
74,100,0,3,21,0,51,0,0,58,22,0,5,16,0,0
74,101,0,3,5,3,14,0,0,79,24,0,6,14,0,0
74,102,0,0,0,2,13,0,0,27,8,0,4,8,0,0
74,103,0,3,7,14,30,0,0,58,21,0,3,21,0,0
74,104,0,1,8,9,49,0,2,68,27,1,4,21,0,0
74,105,1,12,14,5,115,1,2,100,26,0,3,27,1,1
74,106,1,6,5,0,62,0,5,34,10,0,5,16,0,0
74,107,0,1,4,5,21,2,1,38,20,0,2,13,0,0
75,1,1,3,21,13,49,0,1,136,26,0,6,24,0,0
75,2,0,2,36,5,52,2,1,125,37,0,3,21,0,0
75,3,0,5,8,2,46,0,3,53,11,0,2,13,0,1
75,4,0,4,13,7,59,0,2,105,31,0,2,20,0,0
75,5,0,0,9,3,39,1,1,66,7,0,3,9,1,0
75,6,0,3,25,15,41,0,1,157,49,0,4,29,0,0
75,7,0,4,15,16,64,1,1,108,34,0,6,13,0,0
75,8,0,0,6,4,36,2,2,61,22,0,6,9,0,0
75,9,0,1,6,23,46,2,0,85,31,0,6,19,0,0
75,10,0,3,7,19,55,1,1,124,32,0,2,23,0,0
75,11,1,5,10,4,46,0,0,87,21,0,9,25,1,0
75,12,0,4,10,9,25,1,1,22,42,0,1,13,3,1
75,13,0,7,13,5,56,0,2,39,49,0,6,20,0,1
75,14,2,7,14,2,33,0,1,31,30,1,2,33,0,1
75,15,0,2,13,6,69,1,1,90,19,0,11,20,0,0
75,16,0,4,12,4,32,1,0,71,24,0,2,15,0,0
75,17,0,3,9,8,34,1,2,136,21,0,5,31,0,0
75,18,0,4,18,4,30,0,1,65,14,0,3,17,0,0
75,19,0,2,11,5,59,2,3,81,8,0,3,21,0,0
75,20,0,2,14,3,49,1,2,126,25,1,7,24,0,0
75,21,1,2,7,10,40,0,0,93,26,0,6,16,0,1
75,22,0,7,5,6,61,1,1,81,39,3,8,32,1,0
75,23,0,5,30,14,68,1,1,144,28,0,15,19,0,0
75,24,1,2,11,11,44,1,2,70,21,0,1,10,0,0
75,25,0,3,30,6,53,0,0,122,30,0,6,19,0,0
75,26,1,3,13,2,53,0,1,90,13,0,5,20,0,0
75,27,0,0,9,2,8,0,1,55,15,0,5,11,0,0
75,28,0,4,11,12,48,0,0,88,54,0,3,21,0,0
75,29,0,2,5,15,28,0,1,80,17,0,5,28,1,0
75,30,1,1,11,11,25,1,1,75,15,0,4,15,0,0
75,31,0,3,10,5,39,0,0,56,36,0,5,20,0,1
75,32,0,2,8,10,51,2,1,100,25,0,7,26,1,0
75,33,1,1,15,13,30,0,1,70,22,0,8,31,0,1
75,34,0,3,6,9,25,1,2,18,26,0,3,15,0,1
75,35,0,0,4,6,16,0,0,41,10,0,0,14,0,0
75,36,0,0,6,13,48,0,2,94,23,0,10,13,0,1
75,37,1,2,3,8,47,1,1,92,35,0,16,29,0,0
75,38,0,3,34,2,53,0,0,59,30,1,4,26,0,3
75,39,0,0,12,8,42,2,1,78,22,0,5,27,0,1
75,40,2,8,9,2,26,1,2,34,38,0,2,23,2,0
75,41,0,5,13,6,25,0,1,35,27,1,5,33,0,2
75,42,0,0,4,3,34,0,3,81,18,0,4,18,0,0
75,43,2,7,69,2,98,0,2,132,50,1,16,29,0,2
75,44,1,7,52,3,64,1,0,52,32,0,4,25,0,1
75,45,0,7,14,9,24,0,1,24,37,1,3,25,1,0
75,46,0,1,4,3,17,1,0,12,11,0,2,13,0,0
75,47,0,3,12,1,35,0,1,52,9,0,1,21,0,0
75,48,0,0,10,1,40,0,2,77,17,0,8,24,0,0
75,49,0,2,14,7,47,0,1,72,33,0,7,30,0,0
75,50,1,4,6,2,40,1,1,30,21,0,4,32,0,0
75,51,0,0,2,5,29,0,0,39,12,1,4,15,0,0
75,52,1,2,9,7,28,0,1,53,23,0,4,29,0,0
75,53,0,4,11,4,44,0,4,49,14,0,11,30,0,1
75,54,0,1,5,6,31,1,0,37,19,0,5,19,0,0
75,55,0,1,13,4,39,0,0,52,13,0,4,26,0,1
75,56,0,0,12,6,35,0,1,73,23,0,4,17,0,0
75,57,0,1,3,5,16,0,0,44,5,0,8,14,1,0
75,58,0,1,6,4,40,0,0,36,19,0,4,38,0,0
75,59,2,7,14,6,63,0,4,88,41,0,9,40,0,0
75,60,0,0,0,3,1,0,0,3,2,0,0,1,0,0
75,61,0,0,0,0,0,0,0,2,0,0,0,1,0,0
75,62,0,2,9,4,40,0,1,54,18,0,5,25,1,1
75,63,1,5,14,6,42,0,1,54,18,0,11,26,1,0
75,64,0,1,7,4,32,0,0,39,19,0,5,25,0,0
75,65,0,0,0,0,1,0,0,0,2,0,0,1,0,0
75,66,0,0,7,2,5,0,2,28,7,0,1,14,0,0
75,67,2,0,2,3,17,0,0,30,14,0,3,16,0,0
75,68,0,1,7,15,34,1,3,64,14,0,1,19,0,0
75,69,0,1,3,0,14,0,0,13,7,0,2,3,0,0
75,70,0,2,19,1,77,0,2,97,29,0,9,22,1,0
75,71,1,3,72,7,120,3,2,191,55,1,20,38,1,0
75,72,1,10,70,10,106,2,2,189,69,1,21,55,1,4
75,73,0,7,15,5,61,0,3,55,28,0,9,39,1,1
75,74,0,0,8,3,28,1,0,24,27,0,3,22,0,0
75,75,0,1,5,7,22,1,0,32,30,0,6,18,0,0
75,76,0,2,10,3,27,0,1,14,26,0,5,17,0,0
75,77,0,1,5,2,24,0,0,40,8,0,4,17,1,0
75,78,0,6,5,0,53,0,0,63,14,0,3,19,0,0
75,79,1,4,13,5,49,1,0,68,16,0,5,22,0,0
75,80,0,5,14,4,42,1,3,57,12,0,2,14,0,0
75,81,0,1,4,0,25,0,2,23,8,0,1,3,0,0
75,82,1,6,12,1,52,0,1,52,31,0,8,24,0,1
75,83,2,5,13,2,49,0,4,47,38,0,2,16,0,0
75,84,0,7,6,4,34,0,0,40,10,0,2,13,0,0
75,85,3,5,10,2,38,0,0,50,22,0,2,9,0,0
75,86,0,1,1,3,4,0,0,13,11,0,2,13,0,0
75,87,0,2,13,12,39,0,0,80,26,0,5,25,0,0
75,88,1,1,10,8,44,0,0,59,26,0,6,28,0,0
75,89,0,1,13,10,10,1,2,17,2,0,2,10,0,0
75,90,0,1,6,4,16,1,1,32,20,0,2,5,0,1
75,91,1,0,6,4,14,0,1,32,17,0,3,17,0,0
75,92,1,0,9,13,22,0,0,73,18,0,4,17,0,0
75,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,94,0,0,7,18,21,0,0,68,35,0,2,16,0,0
75,95,0,5,9,12,16,1,0,79,13,0,6,10,0,2
75,96,0,1,8,5,40,0,1,59,22,0,4,21,1,0
75,97,0,4,19,15,26,0,1,120,30,0,4,16,0,0
75,98,0,3,9,14,27,0,0,102,29,0,6,9,0,0
75,99,0,1,14,5,44,2,1,88,11,0,6,20,0,0
75,100,0,1,14,7,26,0,0,92,17,0,5,13,0,0
75,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,107,0,7,11,3,47,0,0,76,7,0,4,25,0,0
75,108,1,6,17,4,59,2,2,64,45,1,6,28,0,0
75,109,0,1,2,12,40,0,1,61,29,0,2,20,0,0
75,110,0,1,11,5,44,0,0,94,18,0,10,22,0,0
75,111,2,0,8,2,41,0,3,100,31,0,6,25,0,0
75,112,1,8,73,6,77,3,0,148,39,0,3,43,0,0
75,113,0,0,23,3,67,2,4,102,27,0,4,20,0,0
75,114,0,8,58,10,67,1,1,155,25,0,6,42,0,4
75,115,1,11,12,0,45,0,2,55,22,1,5,19,0,0
76,1,0,3,7,2,55,1,3,85,13,0,5,27,1,1
76,2,0,3,6,3,35,3,0,57,18,0,2,26,0,0
76,3,0,0,5,5,19,1,0,61,19,0,6,21,0,0
76,4,0,0,9,12,16,0,0,58,21,0,1,12,0,0
76,5,0,4,4,5,17,1,0,50,26,0,3,24,0,0
76,6,0,3,4,12,25,1,0,94,20,0,4,33,0,0
76,7,1,4,12,3,36,3,3,35,23,0,4,24,0,0
76,8,0,3,11,6,34,0,0,57,18,0,5,18,0,0
76,9,0,1,1,14,18,0,1,51,25,0,3,16,0,0
76,10,1,2,13,7,45,0,0,106,38,0,14,32,0,0
76,11,2,2,6,0,44,2,1,34,12,0,0,25,0,0
76,12,0,4,12,4,27,1,0,75,12,1,9,26,0,0
76,13,0,0,11,13,14,0,0,74,35,0,6,8,0,0
76,14,0,2,3,16,17,0,0,61,22,0,5,11,0,3
76,15,0,0,14,14,11,0,0,83,18,0,7,16,0,0
76,16,0,2,17,16,31,2,0,131,44,0,6,26,0,0
76,17,5,3,13,8,31,1,0,79,40,0,4,18,0,1
76,18,0,0,12,6,42,1,2,80,20,0,7,19,0,0
76,19,0,2,3,10,18,0,1,55,20,0,6,14,1,0
76,20,0,2,10,7,29,0,0,79,33,0,8,27,0,1
76,21,1,3,30,19,23,1,0,125,42,0,8,22,0,0
76,22,0,0,6,21,16,2,0,83,37,0,4,22,0,0
76,23,0,0,6,9,10,0,0,51,23,0,0,15,0,0
76,24,0,6,7,13,27,1,1,97,21,0,7,10,0,0
76,25,0,2,11,22,30,0,1,112,41,0,7,29,1,0
76,26,0,2,5,10,36,0,0,83,21,0,5,18,0,0
76,27,0,3,7,4,61,0,0,65,23,0,8,18,1,0
76,28,2,0,7,7,29,1,0,115,35,0,4,19,0,1
76,29,0,2,9,10,20,0,0,69,16,0,8,15,1,0
76,30,0,0,10,8,21,0,2,58,15,0,0,16,0,0
76,31,0,0,3,11,22,0,0,83,44,0,10,19,0,0
76,32,0,0,13,9,30,1,1,84,34,0,4,21,0,1
76,33,0,1,10,7,23,0,0,65,28,0,4,25,0,1
76,34,1,2,25,15,37,0,1,98,49,0,7,18,0,0
76,35,0,0,13,7,26,3,0,113,36,0,6,34,0,0
76,36,0,1,7,3,27,3,0,70,16,0,7,16,0,0
76,37,0,7,5,7,41,1,1,60,33,0,6,27,2,0
76,38,0,1,14,6,28,0,0,88,24,0,3,19,0,0
76,39,1,4,10,16,25,1,0,96,27,0,7,25,1,0
76,40,0,3,8,10,30,1,1,120,29,0,13,34,0,0
76,41,1,8,12,2,57,0,1,56,32,0,4,19,0,1
76,42,0,1,19,22,30,0,1,126,36,0,4,25,0,0
76,43,0,3,20,12,18,0,0,87,30,0,11,14,0,0
76,44,1,1,11,16,39,0,0,96,37,0,9,35,0,0
76,45,0,0,11,5,31,0,0,80,20,0,7,17,0,0
76,46,0,1,11,9,29,0,1,90,31,0,7,24,0,0
76,47,1,7,8,16,27,0,0,47,22,0,4,11,0,0
76,48,1,1,19,14,26,1,0,91,29,0,11,27,0,0
76,49,0,3,16,7,45,0,2,82,22,0,2,17,0,0
76,50,2,1,11,2,50,0,2,71,35,0,7,18,1,0
76,51,0,3,28,10,38,0,1,93,41,0,5,27,0,0
76,52,0,4,17,10,49,1,1,79,26,0,3,23,0,2
76,53,2,1,10,14,42,0,0,83,30,0,2,27,1,0
76,54,0,2,16,7,63,1,2,76,40,0,4,28,0,0
76,55,0,2,17,5,65,0,5,90,28,0,8,24,1,0
76,56,1,1,8,6,44,0,0,30,12,2,7,11,1,1
76,57,1,3,9,10,40,1,1,132,39,1,7,13,1,0
76,58,0,4,20,18,14,0,0,109,29,0,5,23,0,0
76,59,0,2,18,14,45,3,0,108,25,0,7,17,0,1
76,60,0,0,10,16,43,2,1,100,30,0,4,20,1,0
76,61,0,0,10,4,40,1,0,89,24,0,7,19,0,0
76,62,1,2,12,14,54,1,0,86,28,0,4,25,2,0
76,63,0,0,13,9,32,0,0,63,21,0,7,17,0,0
76,64,0,1,6,21,17,0,0,104,33,0,5,18,0,1
76,65,0,2,14,11,29,0,2,119,46,0,8,28,1,1
76,66,1,8,5,7,45,0,2,61,32,0,7,18,0,0
76,67,0,5,12,7,50,1,2,117,44,1,8,28,0,0
76,68,1,3,14,12,40,0,0,87,43,0,6,15,0,0
76,69,0,2,14,13,37,0,0,131,37,0,5,35,0,1
76,70,0,3,13,9,16,0,1,102,24,0,6,14,0,0
76,71,0,1,15,10,32,0,1,85,34,1,5,26,0,1
76,72,4,4,21,5,37,1,2,123,44,0,6,23,0,0
76,73,1,0,8,12,25,0,0,63,33,0,3,17,0,0
76,74,0,2,12,11,36,0,1,88,18,0,6,19,1,0
76,75,0,4,19,14,62,2,1,115,36,1,7,28,1,0
76,76,1,6,10,4,106,1,3,84,37,0,2,19,0,0
76,77,0,2,24,14,41,1,1,128,31,0,12,36,0,0
76,78,0,0,13,11,32,0,0,96,20,0,5,20,0,0
76,79,1,2,14,9,47,1,1,107,25,0,11,32,1,0
76,80,1,4,20,4,84,1,2,69,25,0,2,16,1,0
76,81,0,3,10,11,47,0,2,53,13,0,5,21,0,0
76,82,0,3,6,1,45,2,1,76,14,0,5,35,1,2
76,83,2,1,31,12,39,1,2,113,42,1,14,21,0,1
76,84,0,5,13,7,72,0,2,68,36,1,9,33,0,0
76,85,1,9,18,3,46,1,2,46,58,0,5,20,1,0
76,86,1,5,6,3,41,2,2,44,32,1,1,22,2,1
76,87,0,1,2,0,25,1,2,12,6,0,1,3,0,0
76,88,1,4,20,6,44,0,0,66,34,0,6,20,1,0
76,89,0,4,13,2,35,0,1,39,16,0,5,12,0,0
76,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0
76,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,99,1,5,11,2,50,0,1,63,13,0,1,12,0,0
76,100,1,1,18,4,63,1,3,74,19,0,5,25,0,0
76,101,0,3,5,10,21,0,0,49,22,1,6,23,0,0
76,102,0,3,4,12,11,0,1,45,14,0,4,13,0,0
76,103,0,7,4,4,29,2,0,27,11,0,7,13,0,0
77,1,0,0,1,1,4,0,1,2,18,0,1,2,0,0
77,2,2,4,3,0,4,0,1,0,23,0,0,3,2,0
77,3,5,8,1,0,8,2,2,5,41,0,3,9,1,0
77,4,1,9,4,5,15,0,0,7,36,0,0,12,1,0
77,5,1,9,4,3,16,0,1,3,64,1,3,9,0,0
77,6,4,10,6,2,16,2,0,8,67,1,0,8,1,0
